ID,Title,First_Name,Middle_Name,Other_Name,Last_Name,Maiden_Name,Servant,Servant_type,Age,Orig_Addr,Class,Survived,Survived_text,Boarded,Dest_Addr,Lifeboat,Body,latitude,longitude
'852','Mr.','Boulos','','','Hanna','','0','','18','Kfar Mechi, Syria','Third','0','Died','Cherbourg','Ottawa, Ontario, Canada','','',33.515983,35.765824
'853','Mr.','Mansour','','','Hanna','','0','','35','Kfar Mechi, Syria','Third','0','Died','Cherbourg','Ottawa, Ontario, Canada','','188MB',33.515983,35.765824
'854','Mr.','Borak','Hannah Assi Borah','','Hannah','','0','','27','Hardîne, Lebanon','Third','1','Survived','Cherbourg','Wilkes-Barre, Pennsylvania, USA','14','',34.236877,35.859091
'855','Mr.','Claus','Peter','','Hansen','','0','','41','Racine, Wisconsin, USA','Third','0','Died','Southampton','Racine, Wisconsin, USA','','',42.725216,-87.790412
'856','Mr.','Henrik','Juul','','Hansen','','0','','26','Holeby, Storstrøm, Denmark','Third','0','Died','Southampton','Racine, Wisconsin, USA','','',54.70929,11.47156
'857','Mr.','Henry','Damsgaard','','Hansen','','0','','21','Copenhagen, Denmark','Third','0','Died','Southampton','Racine, Wisconsin, USA','','69MB',55.67631,12.569355
'858','Mrs.','Jennie','Louise','','Hansen','Howard','0','','45','Racine, Wisconsin, USA','Third','1','Survived','Southampton','Racine, Wisconsin, USA','10','',42.725216,-87.790412
'859','Miss','Catherine','','Kate','Hargadon','','0','','17','Ballysadare, Sligo, Ireland','Third','0','Died','Queenstown','New York City, New York, USA','','',54.209461,-8.51059
'860','Miss','Alice','Phoebe','','Harknett','','0','','21','Thornton Heath, London, England','Third','0','Died','Southampton','New London, Connecticut, USA','','',51.39429,-0.111749
'861','Mr.','Henry','','','Hart','','0','','27','Ballysadare, Sligo, Ireland','Third','0','Died','Queenstown','Boston, Massachusetts, USA','','',54.209461,-8.51059
'862','Master','Houssein','Mohamed','','Hassan Abilmona','','0','','11','Fredericksburg, Virginia, USA','Third','0','Died','Cherbourg','Fredericksburg, Virginia, USA','','',38.30089,-77.459144
'863','Miss','Hanora','Nora','','Healy','','0','','29','Athenry, Galway, Ireland','Third','1','Survived','Queenstown','New York City, New York, USA','16','',53.297745,-8.749134
'864','Mr.','Oskar','Arvid','','Hedman','','0','','27','St. Paul, Minnesota, USA','Third','1','Survived','Southampton','St. Paul, Minnesota, USA','15','',44.943829,-93.093326
'865','Mr.','Ling','','','Hee','','0','','24','Hong Kong, China','Third','1','Survived','Southampton','New York City, New York, USA','C','',22.3581,114.138443
'866','Miss','Hanora','','Nora','Hegarty','','0','','18','Whitechurch, Cork, Ireland','Third','0','Died','Queenstown','Charlestown, USA','','',51.98503,-8.517254
'867','Miss','Laina','','','Heikkinen','','0','','26','Jyväskylä, Finland','Third','1','Survived','Southampton','New York City, New York, USA','14','',62.24049,25.751295
'868','Miss','Wendla','Maria','','Heininen','','0','','23','Turku, Finland','Third','0','Died','Southampton','New York City, New York, USA','','8MB',60.452805,22.251551
'869','Miss','Hilda','Maria','','Hellström','','0','','22','Stora Tuna, Sweden','Third','1','Survived','Southampton','Evanston, Illinois, USA','C','',59.07228,16.94875
'870','Mr.','Ignjac','','','Hendekovic','','0','','28','Vagovina, Croatia','Third','0','Died','Southampton','Harrisburg, Pennsylvania, USA','','306MB',45.781342,16.668289
'871','Miss','Jenny','Lovisa','','Henriksson','','0','','28','Stockholm, Sweden','Third','0','Died','Southampton','Iron Mountain, Michigan, USA','','3MB',59.33228,18.06284
'872','Miss','Bridget','Delia','','Henry','','0','','23','Clonown, Roscommon, Ireland','Third','0','Died','Queenstown','Boston, Massachusetts, USA','','',53.366258,-7.936562
'873','Miss','Hildur','Elisabeth','','Hirvonen','','0','','2','Dalsbruk, Finland','Third','1','Survived','Southampton','Monessen, Pennsylvania, USA','15','',60.020381,22.504511
'874','Mrs.','Helga','Elisabeth','','Hirvonen','Lindqvist','0','','22','Dalsbruk, Finland','Third','1','Survived','Southampton','Monessen, Pennsylvania, USA','15','',60.020381,22.504511
'875','Mr.','John','Fredrik Alexander','','Holm','','0','','43','Karlshamn, Blekinge, Sweden','Third','0','Died','Southampton','New York City, New York, USA','','',56.169899,14.86333
'876','Mr.','Johan','Martin','','Holthen','','0','','28','Bergen, Norway','Third','0','Died','Southampton','New York City, New York, USA','','',60.390705,5.33275
'877','Miss','Eliina','','','Honkanen','','0','','27','Saatrjkvi, Finland','Third','1','Survived','Southampton','New York City, New York, USA','','',60.161376,24.90618
'878','Mr.','John','','','Horgan','Landers','0','','22','Unknown','Third','0','Died','Queenstown','New York City, New York, USA','','',40.917992,-122.238831
'879','Miss','May','Elizabeth','','Howard','','0','','27','North Walsham, Norfolk, England','Third','1','Survived','Southampton','Albion, Michigan, USA','C','',52.818315,1.38476
'880','Mr.','Adolf','Mathias Nicolai Olsen','','Humblen','','0','','42','Borgund, Møre og Romsdal, Norway','Third','0','Died','Southampton','Milwaukee, Wisconsin, USA','','',62.738455,7.461055
'881','Mr.','Abraham','','','Hyman','','0','','34','Manchester, England','Third','1','Survived','Southampton','Springfield, Massachusetts, USA','C','',53.479605,-2.248818
'882','Mr.','Yousseff','','','Ibrahim Shawah','','0','','33','Beirut, Lebanon','Third','0','Died','Cherbourg','New York City, New York, USA','','',33.89275,35.485271
'883','Mr.','Ylio','','','Ilieff','','0','','32','Unknown','Third','0','Died','Southampton','Chicago, Illinois, USA','','',40.917992,-122.238831
'884','Miss','Ida','Livija','','Ilmakangas','','0','','27','New York City, New York, USA','Third','0','Died','Southampton','New York City, New York, USA','','',40.71455,-74.007124
'885','Miss','Pieta','Sofia','','Ilmakangas','','0','','25','Paavola, Northern Ostrobothnia, Finland','Third','0','Died','Southampton','New York City, New York, USA','','',64.604607,25.20611
'886','Mr.','Kanio','','','Ivanoff','','0','','20','Malka Ribnya, Bulgaria','Third','0','Died','Southampton','Chicago, Illinois, USA','','',41.4167,25.3833
'887','Miss','Hileni','','','Jabbur Zabour','','0','','16','Unknown','Third','0','Died','Cherbourg','New York City, New York, USA','','328MM',40.917992,-122.238831
'888','Miss','Thamine','','','Jabbur Zabour','','0','','19','Unknown','Third','0','Died','Cherbourg','New York City, New York, USA','','',40.917992,-122.238831
'889','Mr.','Ivan','','','Jalševac','','0','','29','Topolovac, Croatia','Third','1','Survived','Cherbourg','Galesburg, Illinois, USA','14','',46.02169,16.75219
'890','Mr.','Carl','Olof','','Jansson','','0','','21','Örebro, Sweden','Third','1','Survived','Southampton','Swedeburg, Nebraska, USA','A','',59.270745,15.21751
'891','Mr.','José','Neto','','Jardim','','0','','21','Calheta, Madeira, Portugal','Third','0','Died','Southampton','New York City, New York, USA','','',32.725521,-17.17358
'892','Mr.','Hans','Peder','','Jensen','','0','','20','Eskilstrup, Denmark','Third','0','Died','Southampton','Portland, Oregon, USA','','',55.528309,10.06273
'893','Mr.','Niels','Peder','Rasmus','Jensen','','0','','48','Portland, Oregon, USA','Third','0','Died','Southampton','Portland, Oregon, USA','','',45.511795,-122.675629
'894','Mr.','Svend','Lauritz','','Jensen','','0','','17','Eskilstrup, Denmark','Third','0','Died','Southampton','Portland, Oregon, USA','','',55.528309,10.06273
'895','Miss','Annie','Jane','','Jermyn','','0','','26','Ballydehob, Cork, Ireland','Third','1','Survived','Queenstown','East Lynn, Massachusetts, USA','D','',51.561619,-9.46238
'896','Mr.','Bernt','Johannes','','Johannesen','','0','','29','Avaldsnes, Stavanger, Norway','Third','1','Survived','Southampton','New York City, New York, USA','12','',58.96422,5.74592
'897','Mr.','Jakob','Alfred','','Johanson','','0','','34','Munsala, Finland','Third','0','Died','Southampton','Vancouver, British Columbia, Canada','','143MB',63.45689,22.43681
'898','Mr.','Oskar','Leander','','Johansson Palmquist','','0','','26','Småland, Sweden','Third','1','Survived','Southampton','New Haven, Connecticut, USA','14','',58.041045,14.333859
'899','Mr.','Erik','','','Johansson','','0','','22','Frostensmåla, Småland, Sweden','Third','0','Died','Southampton','St. Paul, Minnesota, USA','','156MB',56.507149,15.4598
'900','Mr.','Gustaf','Joel','','Johansson','','0','','33','Bäckebo, Småland, Sweden','Third','0','Died','Southampton','Cheyenne,North Dakota, USA','','285MB',56.888271,16.07267
'901','Mr.','Karl','Johan','','Johansson','','0','','31','Duluth, Minnesota, USA','Third','0','Died','Southampton','Duluth, Minnesota, USA','','',46.787965,-92.099849
'902','Mr.','Nils','','','Johansson','','0','','29','Chicago, Illinois, USA','Third','0','Died','Southampton','Chicago, Illinois, USA','','',41.88415,-87.632409
'903','Master','Harold','Theodor','','Johnson','','0','','4','St. Charles, Illinois, USA','Third','1','Survived','Southampton','St. Charles, Illinois, USA','15','',41.913765,-88.312844
'904','Miss','Eleanor','Ileen','','Johnson','','0','','1','St. Charles, Illinois, USA','Third','1','Survived','Southampton','St. Charles, Illinois, USA','15','',41.913765,-88.312844
'905','Mr.','Alfred','','','Johnson','','0','','49','Milford, England','Third','0','Died','Southampton','New York City, New York, USA','','',51.1704,-0.6525
'906','Mr.','Malkolm','Joackim','','Johnson','','0','','33','Minneapolis, Minnesota, USA','Third','0','Died','Southampton','Minneapolis, Minnesota, USA','','37MB',44.979035,-93.264929
'907','Mr.','William','Cahoone','','Johnson Jr.','','0','','19','Hawthorne, New Jersey, USA','Third','0','Died','Southampton','New York City, New York, USA','','',40.953615,-74.155434
'908','Mrs.','Elisabeth','Vilhelmina','','Johnson','Berg','0','','26','St. Charles, Illinois, USA','Third','1','Survived','Southampton','St. Charles, Illinois, USA','14','',41.913765,-88.312844
'909','Master','William','Andrew','','Johnston','','0','','8','Thornton Heath, London, England','Third','0','Died','Southampton','New London, Connecticut, USA','','',51.39429,-0.111749
'910','Miss','Catherine','Nellie','','Johnston','','0','','7','Thornton Heath, London, England','Third','0','Died','Southampton','New London, Connecticut, USA','','',51.39429,-0.111749
'911','Mr.','Andrew','Emslie','','Johnston','','0','','35','Thornton Heath, London, England','Third','0','Died','Southampton','New London, Connecticut, USA','','',51.39429,-0.111749
'912','Mrs.','Eliza','','','Johnston','Watson','0','','34','Thornton Heath, London, England','Third','0','Died','Southampton','New London, Connecticut, USA','','',51.39429,-0.111749
'913','Mr.','Lalio','','','Jonkoff','','0','','23','Gumostnik, Lovec, Bulgaria','Third','0','Died','Southampton','Chicago, Illinois, USA','','',43.14571,24.713295
'914','Mr.','Carl','','','Jonsson','','0','','32','Småland, Sweden','Third','1','Survived','Southampton','Huntley, Illinois, USA','14','',58.041045,14.333859
'915','Mr.','Nils','Hilding','','Jönsson','','0','','27','Tågarp, Skåne, Sweden','Third','0','Died','Southampton','New York City, New York, USA','','',55.54483,14.22032
'916','Mr.','Elias','Shahin','','Joseph','','0','','39','Kafr Mishki, Lebanon','Third','0','Died','Cherbourg','Ottawa, Ontario, Canada','','',33.513333,35.76549
'917','Miss','Katriina','','','Jussila','','0','','20','Paavola, Northern Ostrobothnia, Finland','Third','0','Died','Southampton','New York City, New York, USA','','',64.604607,25.20611
'918','Miss','Mari','Aina','','Jussila','','0','','21','Paavola, Northern Ostrobothnia, Finland','Third','0','Died','Southampton','New York City, New York, USA','','',64.604607,25.20611
'919','Mr.','Eiriik','','','Jussila','','0','','32','Elimäki, Finland','Third','1','Survived','Southampton','Monessen, Pennsylvania, USA','14','',60.716049,26.431629
'920','Mr.','Nikolai','Erland','','Kallio','','0','','17','Kauhajoki, Finland','Third','0','Died','Southampton','Sudbury, Ontario, Canada','','',62.454823,22.213747
'921','Mr.','Johannes','Halvorsen','','Kalvik','','0','','21','Etnesjøen, Hordaland Fylke, Norway','Third','0','Died','Southampton','Story City, Iowa, USA','','',59.667252,5.94174
'922','Mr.','Milan','','','Karajic','','0','','30','Vagovina, Croatia','Third','0','Died','Southampton','Youngstown, Ohio, USA','','',45.781342,16.668289
'923','Mr.','Einar','Gervasius','','Karlsson','','0','','21','Oskarshamn, Kalmar, Sweden','Third','1','Survived','Southampton','Brooklyn, New York, USA','12','',57.264992,16.44883
'924','Mr.','Julius','Konrad Eugen','','Karlsson','','0','','33','Göteborg, Västergötland, Sweden','Third','0','Died','Southampton','New York City, New York, USA','','',57.701328,11.96689
'925','Mr.','Nils','August','','Karlsson','','0','','22','Örebro, Sweden','Third','0','Died','Southampton','Palmer, Massachusetts, USA','','',59.270745,15.21751
'926','Miss','Manca','Anna','','Karun','','0','','4','Milje, Slovenia','Third','1','Survived','Southampton','Galesburg, Illinois, USA','15','',46.266899,14.40376
'927','Mr.','Franz','','','Karun','','0','','39','Milje, Slovenia','Third','1','Survived','Southampton','Galesburg, Illinois, USA','15','',46.266899,14.40376
'928','Mr.','Fared','','','Kassem Houssein','','0','','18','Unknown','Third','0','Died','Cherbourg','New York City, New York, USA','','',40.917992,-122.238831
'929','Mr.','Vasilios','G.','','Katavelos','','0','','19','Áyios Sóstis, Greece','Third','0','Died','Cherbourg','Milwaukee, Wisconsin, USA','','58MB',38.894829,22.16465
'930','Mr.','Andrew','','Andy','Keane','','0','','23','Athenry, Galway, Ireland','Third','0','Died','Queenstown','Auburndale, Florida, USA','','',53.297745,-8.749134
'931','Mr.','Arthur','','','Keefe','','0','','39','Rahway, New Jersey, USA','Third','0','Died','Southampton','Rahway, New Jersey, USA','','332O',40.604189,-74.273881
'932','Miss','Anna','Katherine','','Kelly','','0','','20','Cuilmullagh, Co Mayo, Ireland','Third','1','Survived','Queenstown','Chicago, Illinois, USA','15','',53.967811,-9.312958
'933','Miss','Mary','','','Kelly','','0','','22','Castlepollard, Westmeath, Ireland','Third','1','Survived','Queenstown','New York City, New York, USA','D','',53.678589,-7.29698
'934','Mr.','James','','','Kelly','','0','','44','Leixlip, Kildare, Ireland','Third','0','Died','Queenstown','New Haven, Connecticut, USA','','',53.364368,-6.4869
'935','Mr.','James','','','Kelly','','0','','19','Ireland','Third','0','Died','Southampton','New York City, New York, USA','','70MB',53.430361,-8.326615
'936','Mr.','John','','','Kennedy','','0','','24','Watergate, Limerick, Ireland','Third','1','Survived','Queenstown','New York City, New York, USA','15','',52.951279,-8.373191
'937','Mr.','Betros','','','Khalil','','0','','25','Hardîne, Lebanon','Third','0','Died','Cherbourg','Wilkes-Barre, Pennsylvania, USA','','',34.236877,35.859091
'938','Mrs.','Zahie','','Maria','Khalil','','0','','20','Hardîne, Lebanon','Third','0','Died','Cherbourg','Wilkes-Barre, Pennsylvania, USA','','',34.236877,35.859091
'939','Mr.','John','','','Kiernan','','0','','24','Jersey City, New Jersey, USA','Third','0','Died','Queenstown','Jersey City, New Jersey, USA','','',40.7174,-74.043234
'940','Mr.','Philip','','','Kiernan','','0','','22','Aughnacliffe, Longford, Ireland','Third','0','Died','Queenstown','Jersey City, New Jersey, USA','','',53.846939,-7.60486
'941','Mr.','Thomas','','','Kilgannon','','0','','22','Currafarry, Galway, Ireland','Third','0','Died','Queenstown','New York City, New York, USA','','',53.460975,-8.387454
'942','Miss','Luise','Gretchen','','Kink','','0','','4','Zürich, Switzerland','Third','1','Survived','Southampton','Milwaukee, Wisconsin, USA','2','',47.37706,8.53955
'943','Mr.','Anton','','','Kink','','0','','29','Zürich, Switzerland','Third','1','Survived','Southampton','Milwaukee, Wisconsin, USA','2','',47.37706,8.53955
